cluster	type	np	lnl	w1	w2
2948	Tmi	10	-4940.070112	0.09266	0.22618
2948	Tsi	10	-4935.859796	0.08996	0.59515
2948	TmiTsi	10	-4941.648996	0.09253	0.11774
2949	All	9	-20514.420109	0.15587	0.15587
2949	Tmi	10	-20494.845782	0.14428	0.52964
2949	Tsi	10	-20500.731919	0.14689	0.47730
2949	TmiTsi	10	-20514.270858	0.15378	0.16529
295	All	9	-2434.249323	0.11529	0.11529
295	Tmi	10	-2432.571986	0.10829	0.33266
295	Tsi	10	-2433.676241	0.11096	0.24337
295	TmiTsi	10	-2434.126463	0.11933	0.09797
2952	All	9	-3805.828548	0.20580	0.20580
2952	Tmi	10	-3804.179482	0.19412	0.41608
2952	Tsi	10	-3804.578684	0.19542	0.68790
2952	TmiTsi	10	-3805.828285	0.20610	0.20451
2953	All	9	-9866.656768	0.15945	0.15945
2953	Tmi	10	-9860.005797	0.15008	0.38898
2953	Tsi	10	-9864.040486	0.15465	0.38127
2953	TmiTsi	10	-9866.561811	0.16162	0.14886
2957	All	9	-622.684258	0.08032	0.08032
2957	Tmi	10	-622.474171	0.08154	0.00010
2957	Tsi	10	-621.273106	0.07591	999.00000
2957	TmiTsi	10	-621.937510	0.09637	0.03772
2958	All	9	-3674.356997	0.14502	0.14502
2958	Tmi	10	-3673.721254	0.14078	0.22648
2958	Tsi	10	-3671.670159	0.13686	0.54130
2958	TmiTsi	10	-3674.355783	0.14463	0.14684
2959	All	9	-949.391871	0.09911	0.09911
2959	Tmi	10	-947.138018	0.09078	1.69891
2959	Tsi	10	-947.094597	0.09026	1.24572
2959	TmiTsi	10	-949.234223	0.09350	0.12965
296	All	9	-4358.664365	0.03473	0.03473
296	Tmi	10	-4357.569330	0.03268	0.07680
296	Tsi	10	-4358.660470	0.03480	0.03162
296	TmiTsi	10	-4358.646109	0.03421	0.03691
2960	All	9	-2772.352657	0.12303	0.12303
2960	Tmi	10	-2770.408217	0.11691	0.65148
2960	Tsi	10	-2771.011621	0.11682	0.35816
2960	TmiTsi	10	-2771.111990	0.13871	0.07877
2963	All	9	-8516.247526	0.12652	0.12652
2963	Tmi	10	-8511.972219	0.11978	0.28239
2963	Tsi	10	-8513.876939	0.12209	0.26565
2963	TmiTsi	10	-8513.759388	0.13647	0.08335
2964	All	9	-4072.681960	0.04429	0.04429
2964	Tmi	10	-4066.546858	0.03953	0.20340
2964	Tsi	10	-4070.899889	0.04297	999.00000
2964	TmiTsi	10	-4072.577189	0.04545	0.03679
2965	All	9	-4377.593311	0.16819	0.16819
2965	Tmi	10	-4373.826939	0.15691	0.45425
2965	Tsi	10	-4375.196021	0.16093	0.60778
2965	TmiTsi	10	-4377.529112	0.16543	0.18536
2966	All	9	-1554.485447	0.14173	0.14173
2966	Tmi	10	-1554.403068	0.14405	0.10294
2966	Tsi	10	-1550.359421	0.12409	2.03753
2966	TmiTsi	10	-1554.477626	0.14329	0.13480
2974	All	9	-516.177816	0.02036	0.02036
2974	Tmi	10	-515.083238	0.01739	0.18066
2974	Tsi	10	-516.097866	0.02063	0.00010
2974	TmiTsi	10	-515.642888	0.01599	0.04888
2975	All	9	-748.416734	0.01687	0.01687
2975	Tmi	10	-748.421208	0.01677	1.51325
2975	Tsi	10	-747.418163	0.01551	0.16350
2975	TmiTsi	10	-748.414428	0.01663	0.01880
2976	All	9	-1165.293222	0.03706	0.03706
2976	Tmi	10	-1165.291136	0.03723	0.03409
2976	Tsi	10	-1163.561115	0.03275	0.28000
2976	TmiTsi	10	-1165.229310	0.03873	0.02985
2978	All	9	-2898.728462	0.14600	0.14600
2978	Tmi	10	-2896.336249	0.13734	0.74775
2978	Tsi	10	-2896.646981	0.13697	0.45077
2978	TmiTsi	10	-2897.537542	0.13068	0.27346
298	All	9	-1454.324961	0.07221	0.07221
298	Tmi	10	-1453.668293	0.06833	0.17640
298	Tsi	10	-1453.598383	0.06913	0.25124
298	TmiTsi	10	-1454.308215	0.07354	0.06548
2980	All	9	-7112.091827	0.07646	0.07646
2980	Tmi	10	-7111.757535	0.07535	0.10981
2980	Tsi	10	-7109.215312	0.07303	0.19404
2980	TmiTsi	10	-7111.807155	0.07909	0.06593
2985	All	9	-4459.164480	0.24472	0.24472
2985	Tmi	10	-4453.070801	0.22251	0.78740
2985	Tsi	10	-4450.944381	0.22373	13.12399
2985	TmiTsi	10	-4458.790826	0.23506	0.30249
2986	All	9	-7069.848813	0.02122	0.02122
2986	Tmi	10	-7066.048777	0.01980	0.07570
2986	Tsi	10	-7069.739946	0.02103	0.02878
2986	TmiTsi	10	-7069.492273	0.02216	0.01650
2987	All	9	-4648.686527	0.01137	0.01137
2987	Tmi	10	-4647.349289	0.01056	0.03539
2987	Tsi	10	-4647.500214	0.01101	0.14629
2987	TmiTsi	10	-4648.509434	0.01081	0.01509
2989	All	9	-712.146527	0.03727	0.03727
2989	Tmi	10	-711.651931	0.03930	0.00010
2989	Tsi	10	-712.007690	0.03562	0.07057
2989	TmiTsi	10	-712.130579	0.03633	0.04266
299	All	9	-3251.659014	0.12769	0.12769
299	Tmi	10	-3251.517925	0.12544	0.16424
299	Tsi	10	-3251.317038	0.12473	0.23505
299	TmiTsi	10	-3251.617583	0.12502	0.14180
2990	All	9	-5218.708055	0.06097	0.06097
2990	Tmi	10	-5217.680731	0.05900	0.12263
2990	Tsi	10	-5218.657505	0.06136	0.04956
2990	TmiTsi	10	-5218.353929	0.06354	0.04837
2991	All	9	-2261.268947	0.06626	0.06626
2991	Tmi	10	-2259.525297	0.06206	0.24533
2991	Tsi	10	-2259.531348	0.06186	0.24967
2991	TmiTsi	10	-2261.268538	0.06641	0.06545
2993	All	9	-6466.618689	0.23887	0.23887
2993	Tmi	10	-6460.940023	0.21981	0.53806
2993	Tsi	10	-6460.852566	0.22263	1.39612
2993	TmiTsi	10	-6465.928414	0.24986	0.19341
2996	All	9	-1399.161396	0.05241	0.05241
2996	Tmi	10	-1394.705629	0.04332	0.35537
2996	Tsi	10	-1399.160517	0.05252	0.04504
2996	TmiTsi	10	-1399.125125	0.05115	0.06219
2997	All	9	-3830.699649	0.13849	0.13849
2997	Tmi	10	-3829.044477	0.13186	0.31853
2997	Tsi	10	-3824.887648	0.12681	999.00000
2997	TmiTsi	10	-3829.203247	0.12555	0.22393
2998	All	9	-5186.027947	0.11121	0.11121
2998	Tmi	10	-5180.235398	0.10292	0.39879
2998	Tsi	10	-5181.620869	0.10536	0.69331
2998	TmiTsi	10	-5185.522644	0.11632	0.08777
3	All	9	-3918.412229	0.17131	0.17131
3	Tmi	10	-3918.144858	0.16819	0.23132
3	Tsi	10	-3914.295353	0.16008	1.39576
3	TmiTsi	10	-3917.444463	0.15948	0.26140
300	All	9	-3310.229889	0.11133	0.11133
300	Tmi	10	-3305.429166	0.10049	0.39185
300	Tsi	10	-3307.759915	0.10636	999.00000
300	TmiTsi	10	-3310.206807	0.10991	0.11785
3002	All	9	-7806.325405	0.09971	0.09971
3002	Tmi	10	-7800.226316	0.09283	0.29936
3002	Tsi	10	-7804.054388	0.09585	0.21213
3002	TmiTsi	10	-7805.496464	0.10451	0.07547
3004	All	9	-3537.254021	0.11989	0.11989
3004	Tmi	10	-3536.958924	0.11738	0.16772
3004	Tsi	10	-3534.559802	0.11271	0.49628
3004	TmiTsi	10	-3536.963465	0.11530	0.14749
3007	All	9	-3861.615352	0.04999	0.04999
3007	Tmi	10	-3861.411235	0.04919	0.07319
3007	Tsi	10	-3861.382349	0.05065	0.02511
3007	TmiTsi	10	-3860.492172	0.05443	0.02891
301	All	9	-8868.927857	0.12123	0.12123
301	Tmi	10	-8860.115273	0.11271	0.46312
301	Tsi	10	-8866.564180	0.11724	0.26720
301	TmiTsi	10	-8866.735028	0.12979	0.07996
3010	All	9	-1312.209242	0.06904	0.06904
3010	Tmi	10	-1311.863901	0.07125	0.03070
3010	Tsi	10	-1311.626907	0.07123	0.00010
3010	TmiTsi	10	-1311.531666	0.06028	0.17566
3011	All	9	-2692.401095	0.11918	0.11918
3011	Tmi	10	-2689.191294	0.11036	0.57502
3011	Tsi	10	-2692.060388	0.11654	0.20890
3011	TmiTsi	10	-2692.193060	0.11414	0.15056
3012	All	9	-6457.978141	0.18660	0.18660
3012	Tmi	10	-6457.463518	0.18234	0.27004
3012	Tsi	10	-6456.973620	0.18174	0.41026
3012	TmiTsi	10	-6457.844324	0.19154	0.16358
3014	All	9	-4110.608882	0.08750	0.08750
3014	Tmi	10	-4107.815748	0.08311	0.55970
3014	Tsi	10	-4106.204449	0.08080	0.28475
3014	TmiTsi	10	-4110.607053	0.08780	0.08630
3015	All	9	-12242.699092	0.20274	0.20274
3015	Tmi	10	-12240.784240	0.19702	0.32073
3015	Tsi	10	-12232.932403	0.19106	0.76447
3015	TmiTsi	10	-12242.350569	0.20765	0.18231
3017	All	9	-9063.462558	0.15065	0.15065
3017	Tmi	10	-9049.459034	0.13643	0.59583
3017	Tsi	10	-9052.140060	0.14007	0.80908
3017	TmiTsi	10	-9062.148680	0.15849	0.10856
3022	All	9	-2004.510031	0.03715	0.03715
3022	Tmi	10	-1999.051497	0.03028	0.22258
3022	Tsi	10	-2003.018071	0.03452	0.16404
3022	TmiTsi	10	-2004.133700	0.03981	0.02132
3023	All	9	-2604.543175	0.04050	0.04050
3023	Tmi	10	-2603.922790	0.03874	0.08154
3023	Tsi	10	-2590.478848	0.02946	0.33554
3023	TmiTsi	10	-2602.421966	0.04566	0.01248
3027	All	9	-5413.588254	0.12377	0.12377
3027	Tmi	10	-5407.892996	0.11468	0.42012
3027	Tsi	10	-5411.074327	0.11820	0.33503
3027	TmiTsi	10	-5413.073766	0.11825	0.15960
3030	All	9	-2089.440334	0.19931	0.19931
3030	Tmi	10	-2088.416183	0.19100	0.49591
3030	Tsi	10	-2087.318715	0.18808	1.65713
3030	TmiTsi	10	-2089.429811	0.19717	0.21050
3032	All	9	-1000.930866	0.15479	0.15479
3032	Tmi	10	-999.610999	0.13975	0.60143
3032	Tsi	10	-999.441040	0.14412	999.00000
3032	TmiTsi	10	-1000.914735	0.15839	0.14238
3036	All	9	-3950.000527	0.06075	0.06075
3036	Tmi	10	-3949.998518	0.06086	0.05870
3036	Tsi	10	-3944.045258	0.05622	1.00074
3036	TmiTsi	10	-3949.836470	0.05888	0.07271
3039	All	9	-4677.948152	0.11373	0.11373
3039	Tmi	10	-4673.842928	0.10528	0.36594
3039	Tsi	10	-4677.642244	0.11157	0.16431
3039	TmiTsi	10	-4677.234337	0.10716	0.18650
304	All	9	-5710.049095	0.05120	0.05120
304	Tmi	10	-5709.566698	0.05013	0.07847
304	Tsi	10	-5708.060828	0.04925	0.20426
304	TmiTsi	10	-5709.977956	0.05236	0.04785
3044	All	9	-1266.276848	0.25901	0.25901
3044	Tmi	10	-1265.319382	0.24045	0.62915
3044	Tsi	10	-1265.102900	0.27544	0.00010
3044	TmiTsi	10	-1266.186167	0.26967	0.19722
3046	All	9	-1539.703792	0.14709	0.14709
3046	Tmi	10	-1539.553266	0.14384	0.21476
3046	Tsi	10	-1537.827009	0.13468	0.61276
3046	TmiTsi	10	-1538.546830	0.12822	0.31626
3047	All	9	-1982.338305	0.07135	0.07135
3047	Tmi	10	-1982.285069	0.07026	0.08994
3047	Tsi	10	-1980.964048	0.06661	0.24817
3047	TmiTsi	10	-1981.580018	0.06384	0.13622
305	All	9	-10377.370458	0.16450	0.16450
305	Tmi	10	-10371.152911	0.15453	0.37395
305	Tsi	10	-10371.920386	0.15634	0.49402
305	TmiTsi	10	-10376.283061	0.15692	0.21001
3053	All	9	-6914.810456	0.11779	0.11779
3053	Tmi	10	-6908.492849	0.10990	0.37987
3053	Tsi	10	-6913.272290	0.11487	0.33111
3053	TmiTsi	10	-6913.666482	0.11141	0.17185
3055	All	9	-4486.984056	0.05000	0.05000
3055	Tmi	10	-4485.493737	0.04814	0.14611
3055	Tsi	10	-4481.630967	0.04607	0.34858
3055	TmiTsi	10	-4486.061340	0.05411	0.03421
3056	All	9	-1434.025939	0.05364	0.05364
3056	Tmi	10	-1433.109125	0.05552	0.00010
3056	Tsi	10	-1433.714343	0.05237	0.17980
3056	TmiTsi	10	-1432.486722	0.04384	0.10933
3058	All	9	-1762.917653	0.08783	0.08783
3058	Tmi	10	-1762.877804	0.08678	0.10498
3058	Tsi	10	-1762.725048	0.08603	0.16690
3058	TmiTsi	10	-1762.617835	0.08217	0.11570
3059	All	9	-3040.355845	0.15920	0.15920
3059	Tmi	10	-3039.318190	0.15333	0.34129
3059	Tsi	10	-3039.325020	0.15334	0.41048
3059	TmiTsi	10	-3040.279206	0.16294	0.13933
3060	All	9	-3105.953641	0.05371	0.05371
3060	Tmi	10	-3105.850834	0.05450	0.03439
3060	Tsi	10	-3105.932208	0.05400	0.04148
3060	TmiTsi	10	-3105.837197	0.05538	0.04261
3061	All	9	-1653.603094	0.14021	0.14021
3061	Tmi	10	-1652.886748	0.13176	0.28027
3061	Tsi	10	-1653.442285	0.13668	0.22673
3061	TmiTsi	10	-1653.528948	0.14511	0.12308
3063	All	9	-17004.323675	0.07006	0.07006
3063	Tmi	10	-17001.445154	0.06797	0.12236
3063	Tsi	10	-17002.773892	0.06889	0.14111
3063	TmiTsi	10	-17004.273948	0.06943	0.07300
3064	All	9	-3448.235473	0.04359	0.04359
3064	Tmi	10	-3445.270920	0.04068	0.23828
3064	Tsi	10	-3447.796144	0.04233	0.07625
3064	TmiTsi	10	-3448.201205	0.04292	0.04839
3066	All	9	-1232.279004	0.03195	0.03195
3066	Tmi	10	-1231.517644	0.02923	0.10411
3066	Tsi	10	-1232.034737	0.03054	0.07357
3066	TmiTsi	10	-1228.723259	0.04097	0.00010
3067	All	9	-2255.943258	0.10385	0.10385
3067	Tmi	10	-2255.943225	0.10382	0.10437
3067	Tsi	10	-2255.904524	0.10481	0.08340
3067	TmiTsi	10	-2255.000351	0.09413	0.16727
3069	All	9	-5218.242832	0.12448	0.12448
3069	Tmi	10	-5213.441066	0.11507	0.37282
3069	Tsi	10	-5215.311370	0.11833	0.42107
3069	TmiTsi	10	-5218.242828	0.12450	0.12440
3071	All	9	-1236.984509	0.15659	0.15659
3071	Tmi	10	-1236.984504	0.15656	0.15718
3071	Tsi	10	-1235.884243	0.14412	0.45131
3071	TmiTsi	10	-1236.738658	0.16659	0.11291
3072	All	9	-2644.436934	0.02116	0.02116
3072	Tmi	10	-2643.858669	0.02009	0.05304
3072	Tsi	10	-2644.418335	0.02100	0.02603
3072	TmiTsi	10	-2644.364706	0.02042	0.02635
3074	All	9	-4227.350221	0.16085	0.16085
3074	Tmi	10	-4222.610201	0.14606	0.50146
3074	Tsi	10	-4216.685354	0.13954	7.02650
3074	TmiTsi	10	-4224.467753	0.18268	0.09107
3075	All	9	-1227.169468	0.06985	0.06985
3075	Tmi	10	-1227.162534	0.07017	0.06079
3075	Tsi	10	-1227.141640	0.07039	0.05343
3075	TmiTsi	10	-1222.753033	0.05144	999.00000
3077	All	9	-3880.006429	0.24704	0.24704
3077	Tmi	10	-3873.733225	0.22419	1.04074
3077	Tsi	10	-3880.006428	0.24704	0.24722
3077	TmiTsi	10	-3879.305189	0.26373	0.18138
308	All	9	-3573.658630	0.05228	0.05228
308	Tmi	10	-3571.773970	0.04895	0.13420
308	Tsi	10	-3573.624095	0.05196	0.06769
308	TmiTsi	10	-3573.086991	0.04824	0.07394
3082	All	9	-1045.741132	0.05963	0.05963
3082	Tmi	10	-1045.488309	0.05778	0.15022
3082	Tsi	10	-1045.591848	0.06017	0.00010
3082	TmiTsi	10	-1043.895739	0.04615	0.13956
3083	All	9	-2269.943031	0.09288	0.09288
3083	Tmi	10	-2267.454895	0.08550	0.32117
3083	Tsi	10	-2265.086705	0.08512	999.00000
3083	TmiTsi	10	-2269.873343	0.09038	0.10732
3084	All	9	-3118.396272	0.04694	0.04694
3084	Tmi	10	-3117.947305	0.04552	0.08034
3084	Tsi	10	-3118.336161	0.04651	0.06222
3084	TmiTsi	10	-3117.397191	0.04218	0.07259
3086	All	9	-1617.778518	0.30390	0.30390
3086	Tmi	10	-1617.541374	0.29156	0.41335
3086	Tsi	10	-1616.186486	0.27204	0.64959
3086	TmiTsi	10	-1616.001477	0.35052	0.15310
3087	All	9	-11275.034072	0.20769	0.20769
3087	Tmi	10	-11269.585857	0.19593	0.45301
3087	Tsi	10	-11269.486729	0.19680	0.64176
3087	TmiTsi	10	-11273.631593	0.19684	0.26123
3088	All	9	-2306.527918	0.11501	0.11501
3088	Tmi	10	-2305.366566	0.10924	0.23745
3088	Tsi	10	-2306.528303	0.11500	8.17288
3088	TmiTsi	10	-2302.430240	0.09047	0.26417
3092	All	9	-8062.380910	0.10630	0.10630
3092	Tmi	10	-8060.526729	0.10240	0.18387
3092	Tsi	10	-8061.352748	0.10410	0.20242
3092	TmiTsi	10	-8062.362821	0.10694	0.10136
3094	All	9	-1120.141764	0.04673	0.04673
3094	Tmi	10	-1118.338861	0.04137	0.23330
3094	Tsi	10	-1120.025983	0.04571	0.08501
3094	TmiTsi	10	-1120.024628	0.04933	0.03471
3095	All	9	-2057.195843	0.02447	0.02447
3095	Tmi	10	-2055.366390	0.02248	0.11812
3095	Tsi	10	-2056.358868	0.02328	0.08429
3095	TmiTsi	10	-2056.836448	0.02668	0.01669
3096	All	9	-448.319509	0.01595	0.01595
3096	Tmi	10	-447.378331	0.00879	0.07997
3096	Tsi	10	-448.319552	0.01595	35.32844
3096	TmiTsi	10	-447.634976	0.00919	0.05967
3098	All	9	-6969.444692	0.09558	0.09558
3098	Tmi	10	-6962.964494	0.08876	0.31803
3098	Tsi	10	-6961.484542	0.08854	0.51350
3098	TmiTsi	10	-6966.175729	0.08505	0.14334
31	All	9	-8485.137551	0.13389	0.13389
31	Tmi	10	-8481.749321	0.12793	0.29312
31	Tsi	10	-8481.950043	0.12895	0.41950
31	TmiTsi	10	-8484.958628	0.13103	0.15403
3101	All	9	-6805.787480	0.26064	0.26064
3101	Tmi	10	-6802.630303	0.24854	0.63147
3101	Tsi	10	-6800.512509	0.24750	1.45821
3101	TmiTsi	10	-6802.662702	0.23465	0.46714
3102	All	9	-7138.274862	0.15300	0.15300
3102	Tmi	10	-7137.382725	0.14894	0.24306
3102	Tsi	10	-7133.085768	0.14442	0.64779
3102	TmiTsi	10	-7138.156099	0.15596	0.13923
3106	All	9	-4103.492134	0.06622	0.06622
3106	Tmi	10	-4103.460352	0.06575	0.07448
3106	Tsi	10	-4103.132883	0.06503	0.11806
3106	TmiTsi	10	-4103.108044	0.06931	0.04966
3107	All	9	-1794.528328	0.04172	0.04172
3107	Tmi	10	-1787.673355	0.03298	0.28802
3107	Tsi	10	-1794.478495	0.04190	0.00010
3107	TmiTsi	10	-1793.690899	0.04666	0.02260
3108	All	9	-2954.147251	0.21681	0.21681
3108	Tmi	10	-2954.135703	0.21576	0.23237
3108	Tsi	10	-2953.330182	0.22569	0.10890
3108	TmiTsi	10	-2954.122745	0.21963	0.20378
3109	All	9	-5262.739372	0.29321	0.29321
3109	Tmi	10	-5251.353721	0.24898	1.43204
3109	Tsi	10	-5248.285957	0.25411	999.00000
3109	TmiTsi	10	-5256.431661	0.34965	0.14017
3111	All	9	-4048.373183	0.15898	0.15898
3111	Tmi	10	-4045.938738	0.14935	0.41241
3111	Tsi	10	-4046.566143	0.15187	0.41806
3111	TmiTsi	10	-4042.350994	0.13256	0.45646
3112	All	9	-5484.973993	0.09769	0.09769
3112	Tmi	10	-5479.970734	0.09007	0.29746
3112	Tsi	10	-5481.542372	0.09231	0.34151
3112	TmiTsi	10	-5484.442481	0.10277	0.07619
3115	All	9	-1562.843814	0.05622	0.05622
3115	Tmi	10	-1562.345486	0.05713	0.00010
3115	Tsi	10	-1561.691325	0.05848	0.00010
3115	TmiTsi	10	-1562.835333	0.05684	0.05072
3118	All	9	-1422.002160	0.05917	0.05917
3118	Tmi	10	-1420.695925	0.05380	0.30315
3118	Tsi	10	-1419.154405	0.05140	0.52040
3118	TmiTsi	10	-1422.000626	0.05966	0.05755
3119	All	9	-3454.574970	0.04316	0.04316
3119	Tmi	10	-3452.461120	0.03973	0.10561
3119	Tsi	10	-3448.937935	0.03900	0.32342
3119	TmiTsi	10	-3454.570006	0.04290	0.04469
3120	All	9	-11242.620545	0.13448	0.13448
3120	Tmi	10	-11238.423477	0.12822	0.29781
3120	Tsi	10	-11239.757670	0.12972	0.26602
3120	TmiTsi	10	-11242.611473	0.13505	0.13184
3121	All	9	-5187.138676	0.02660	0.02660
3121	Tmi	10	-5185.709333	0.02550	0.08472
3121	Tsi	10	-5184.680362	0.02515	0.10980
3121	TmiTsi	10	-5186.820971	0.02528	0.03397
3123	All	9	-2927.540844	0.09076	0.09076
3123	Tmi	10	-2925.159508	0.08435	0.45534
3123	Tsi	10	-2922.993115	0.08170	0.54098
3123	TmiTsi	10	-2927.166286	0.08469	0.14071
3124	All	9	-1783.076477	0.00510	0.00510
3124	Tmi	10	-1782.310637	0.00439	0.02368
3124	Tsi	10	-1782.879293	0.00529	0.00010
3124	TmiTsi	10	-1782.469841	0.00570	0.00010
3126	All	9	-4964.590419	0.09551	0.09551
3126	Tmi	10	-4958.116625	0.08560	0.28258
3126	Tsi	10	-4961.763416	0.09118	0.56919
3126	TmiTsi	10	-4964.562209	0.09660	0.08975
3127	All	9	-3327.360573	0.10640	0.10640
3127	Tmi	10	-3326.564870	0.10197	0.18604
3127	Tsi	10	-3326.079676	0.10049	0.24098
3127	TmiTsi	10	-3327.193712	0.11028	0.08064
3128	All	9	-7816.053432	0.24425	0.24425
3128	Tmi	10	-7813.319025	0.23379	0.55622
3128	Tsi	10	-7816.030298	0.24336	0.26431
3128	TmiTsi	10	-7815.358653	0.23291	0.29664
3129	All	9	-2368.660757	0.10155	0.10155
3129	Tmi	10	-2364.246573	0.09160	1.01325
3129	Tsi	10	-2360.926376	0.08525	0.50046
3129	TmiTsi	10	-2365.158084	0.11830	0.03660
3130	All	9	-5923.125446	0.14732	0.14732
3130	Tmi	10	-5917.554320	0.13582	0.42141
3130	Tsi	10	-5918.829735	0.13870	0.56452
3130	TmiTsi	10	-5923.111886	0.14842	0.14125
3131	All	9	-3504.542377	0.02805	0.02805
3131	Tmi	10	-3503.738628	0.02697	0.07217
3131	Tsi	10	-3503.500718	0.02683	0.09802
3131	TmiTsi	10	-3504.341662	0.02926	0.02066
3132	All	9	-3054.857591	0.12467	0.12467
3132	Tmi	10	-3054.818562	0.12566	0.10904
3132	Tsi	10	-3053.669704	0.12257	999.00000
3132	TmiTsi	10	-3054.732016	0.12076	0.15804
3133	All	9	-1308.362816	0.10312	0.10312
3133	Tmi	10	-1308.018047	0.09991	0.22945
3133	Tsi	10	-1307.968393	0.09989	0.28289
3133	TmiTsi	10	-1307.496842	0.11327	0.04400
3134	All	9	-2766.343733	0.07034	0.07034
3134	Tmi	10	-2765.890211	0.06815	0.12040
3134	Tsi	10	-2766.241902	0.06957	0.10464
3134	TmiTsi	10	-2765.155608	0.06368	0.14009
3135	All	9	-2063.001203	0.20035	0.20035
3135	Tmi	10	-2062.930424	0.20319	0.13214
3135	Tsi	10	-2062.024877	0.20892	0.05211
3135	TmiTsi	10	-2062.993105	0.20281	0.18867
3136	All	9	-1133.726564	0.12282	0.12282
3136	Tmi	10	-1130.527875	0.10584	0.64346
3136	Tsi	10	-1133.107190	0.11711	999.00000
3136	TmiTsi	10	-1132.128139	0.14945	0.05158
3138	All	9	-5055.083106	0.02602	0.02602
3138	Tmi	10	-5053.429002	0.02462	0.06841
3138	Tsi	10	-5052.769208	0.02469	0.14371
3138	TmiTsi	10	-5054.979458	0.02676	0.02273
3139	All	9	-4874.374109	0.02811	0.02811
3139	Tmi	10	-4874.286010	0.02782	0.03692
3139	Tsi	10	-4872.852444	0.02685	0.09827
3139	TmiTsi	10	-4874.340756	0.02761	0.03043
314	All	9	-12234.240092	0.04753	0.04753
314	Tmi	10	-12227.981008	0.04455	0.13177
314	Tsi	10	-12233.664329	0.04675	0.07302
314	TmiTsi	10	-12233.200366	0.05012	0.03673
3141	All	9	-2719.451097	0.09989	0.09989
3141	Tmi	10	-2719.441756	0.10038	0.09310
3141	Tsi	10	-2717.018822	0.09299	0.35432
3141	TmiTsi	10	-2719.106949	0.10478	0.07283
3143	All	9	-6686.248162	0.04757	0.04757
3143	Tmi	10	-6681.923883	0.04436	0.15191
3143	Tsi	10	-6685.647115	0.04654	0.08273
3143	TmiTsi	10	-6685.873496	0.04542	0.05697
3144	All	9	-3994.481870	0.19018	0.19018
3144	Tmi	10	-3990.094412	0.17645	0.70249
3144	Tsi	10	-3992.557448	0.18136	0.49016
3144	TmiTsi	10	-3992.286364	0.20857	0.10212
3146	All	9	-6569.693553	0.14385	0.14385
3146	Tmi	10	-6566.885117	0.13726	0.35791
3146	Tsi	10	-6568.089611	0.13895	0.30238
3146	TmiTsi	10	-6567.185629	0.15878	0.09225
3147	All	9	-6518.253814	0.03505	0.03505
3147	Tmi	10	-6517.369833	0.03398	0.06777
3147	Tsi	10	-6517.842860	0.03445	0.06614
3147	TmiTsi	10	-6518.187411	0.03570	0.03168
3149	All	9	-2520.112881	0.20677	0.20677
3149	Tmi	10	-2518.361756	0.19612	0.52190
3149	Tsi	10	-2520.110085	0.20641	0.22062
3149	TmiTsi	10	-2520.112085	0.20734	0.20468
315	All	9	-4048.310814	0.24118	0.24118
315	Tmi	10	-4047.690200	0.23401	0.38874
315	Tsi	10	-4048.024946	0.23662	0.34875
315	TmiTsi	10	-4048.310808	0.24113	0.24138
3153	All	9	-14462.260115	0.04667	0.04667
3153	Tmi	10	-14458.792796	0.04478	0.08994
3153	Tsi	10	-14459.116268	0.04532	0.12747
3153	TmiTsi	10	-14462.209227	0.04622	0.04918
3156	All	9	-3832.470981	0.10608	0.10608
3156	Tmi	10	-3830.117531	0.09977	0.28934
3156	Tsi	10	-3831.773038	0.10309	0.20836
3156	TmiTsi	10	-3832.230832	0.10187	0.12842
316	All	9	-6168.636744	0.05906	0.05906
316	Tmi	10	-6162.009122	0.05361	0.18575
316	Tsi	10	-6168.330829	0.05820	0.09154
316	TmiTsi	10	-6168.634378	0.05923	0.05806
3162	All	9	-9632.271084	0.02674	0.02674
3162	Tmi	10	-9632.083916	0.02701	0.01757
3162	Tsi	10	-9632.114728	0.02647	0.03644
3162	TmiTsi	10	-9628.375472	0.02338	0.05197
3164	All	9	-3565.560447	0.11425	0.11425
3164	Tmi	10	-3565.548999	0.11380	0.12382
3164	Tsi	10	-3565.345996	0.11266	0.18569
3164	TmiTsi	10	-3563.197488	0.09908	0.23243
3165	All	9	-1335.201035	0.07612	0.07612
3165	Tmi	10	-1330.603876	0.06359	0.79076
3165	Tsi	10	-1327.391818	0.06275	2.62831
3165	TmiTsi	10	-1334.674775	0.06831	0.11821
3166	All	9	-8025.857398	0.42305	0.42305
3166	Tmi	10	-8020.350232	0.39439	1.14770
3166	Tsi	10	-8022.080318	0.39872	1.04058
3166	TmiTsi	10	-8025.197477	0.44255	0.33406
3167	All	9	-973.465806	0.15443	0.15443
3167	Tmi	10	-972.992376	0.14468	0.35890
3167	Tsi	10	-973.460208	0.15318	0.16560
3167	TmiTsi	10	-973.277208	0.14546	0.22459
317	All	9	-3180.433464	0.07322	0.07322
317	Tmi	10	-3180.433194	0.07318	0.07446
317	Tsi	10	-3179.825154	0.07101	0.15696
317	TmiTsi	10	-3179.110867	0.06576	0.11819
3170	All	9	-2744.500716	0.04287	0.04287
3170	Tmi	10	-2743.824493	0.04121	0.10468
3170	Tsi	10	-2744.385171	0.04367	0.03045
3170	TmiTsi	10	-2743.756403	0.04720	0.02685
3172	All	9	-11256.287693	0.09113	0.09113
3172	Tmi	10	-11256.050211	0.09021	0.11050
3172	Tsi	10	-11256.016652	0.09038	0.13120
