cluster	length	speices	N	S	dN	dS	NdN	SdS	w	lnl
15670	576	Tsi	444.9	131.1	0.004572	0.013722	2.0340828	1.7989542	0.3332	-1477.105445
15671	2679	Cid	1972.8	706.2	0.040421	0.101286	79.7425488	71.5281732	0.3991	-8202.657410
15671	2679	Dre	1972.8	706.2	0.040357	0.265236	79.6162896	187.3096632	0.1522	-8202.657410
15671	2679	Ipu	1972.8	706.2	0.098856	0.810511	195.0231168	572.3828682	0.1220	-8202.657410
15671	2679	Tmi	1972.8	706.2	0.010676	0.039659	21.0616128	28.0071858	0.2692	-8202.657410
15671	2679	Tsi	1972.8	706.2	0.006736	0.039478	13.2887808	27.8793636	0.1706	-8202.657410
15672	324	Cid	250.7	73.3	0.025914	0.157292	6.4966398	11.5295036	0.1648	-1257.134246
15672	324	Dre	250.7	73.3	0.045449	0.151438	11.3940643	11.1004054	0.3001	-1257.134246
15672	324	Ipu	250.7	73.3	0.275024	5.229761	68.9485168	383.3414813	0.0526	-1257.134246
15672	324	Tmi	250.7	73.3	0.024525	0.044504	6.1484175	3.2621432	0.5511	-1257.134246
15672	324	Tsi	250.7	73.3	0.009732	0.038694	2.4398124	2.8362702	0.2515	-1257.134246
15674	3309	Cid	2433.9	875.1	0.055996	0.105816	136.2886644	92.5995816	0.5292	-13529.725684
15674	3309	Dre	2433.9	875.1	0.126632	0.249973	308.2096248	218.7513723	0.5066	-13529.725684
15674	3309	Ipu	2433.9	875.1	0.455132	1.003861	1107.7457748	878.4787611	0.4534	-13529.725684
15674	3309	Tmi	2433.9	875.1	0.025188	0.066741	61.3050732	58.4050491	0.3774	-13529.725684
15674	3309	Tsi	2433.9	875.1	0.031163	0.050139	75.8476257	43.8766389	0.6215	-13529.725684
15675	1770	Cid	1347.8	422.2	0.019314	0.220574	26.0314092	93.1263428	0.0876	-5239.912370
15675	1770	Dre	1347.8	422.2	0.027479	0.253401	37.0361962	106.9859022	0.1084	-5239.912370
15675	1770	Ipu	1347.8	422.2	0.069871	0.987754	94.1721338	417.0297388	0.0707	-5239.912370
15675	1770	Tmi	1347.8	422.2	0.012957	0.049137	17.4634446	20.7456414	0.2637	-5239.912370
15675	1770	Tsi	1347.8	422.2	0.006629	0.044008	8.9345662	18.5801776	0.1506	-5239.912370
15676	912	Cid	669.4	242.6	0.010434	0.067173	6.9845196	16.2961698	0.1553	-2798.395031
15676	912	Dre	669.4	242.6	0.032008	0.376986	21.4261552	91.4568036	0.0849	-2798.395031
15676	912	Ipu	669.4	242.6	0.115349	1.303621	77.2146206	316.2584546	0.0885	-2798.395031
15676	912	Tmi	669.4	242.6	0.004491	0.042132	3.0062754	10.2212232	0.1066	-2798.395031
15676	912	Tsi	669.4	242.6	0.004635	0.040908	3.102669	9.9242808	0.1133	-2798.395031
15678	666	Cid	506.9	159.1	0.003986	0.075722	2.0205034	12.0473702	0.0526	-1709.413250
15678	666	Dre	506.9	159.1	0.005968	0.152401	3.0251792	24.2469991	0.0392	-1709.413250
15678	666	Ipu	506.9	159.1	0.075007	2.534464	38.0210483	403.2332224	0.0296	-1709.413250
15678	666	Tmi	506.9	159.1	0.008243	0.045303	4.1783767	7.2077073	0.1819	-1709.413250
15678	666	Tsi	506.9	159.1	0.000000	0.000006	0	0.0009546	0.0001	-1709.413250
1568	1566	Cid	1221.2	344.8	0.010060	0.164342	12.285272	56.6651216	0.0612	-4076.781199
1568	1566	Dre	1221.2	344.8	0.016923	0.294373	20.6663676	101.4998104	0.0575	-4076.781199
1568	1566	Ipu	1221.2	344.8	0.047602	1.130939	58.1315624	389.9477672	0.0421	-4076.781199
1568	1566	Tmi	1221.2	344.8	0.010851	0.054074	13.2512412	18.6447152	0.2007	-4076.781199
1568	1566	Tsi	1221.2	344.8	0.001594	0.014224	1.9465928	4.9044352	0.1121	-4076.781199
15680	2445	Cid	1826.9	618.1	0.000013	0.133392	0.0237497	82.4495952	0.0001	-6291.860259
15680	2445	Dre	1826.9	618.1	0.021534	0.670166	39.3404646	414.2296046	0.0321	-6291.860259
15680	2445	Ipu	1826.9	618.1	0.027786	0.737298	50.7622434	455.7238938	0.0377	-6291.860259
15680	2445	Tmi	1826.9	618.1	0.004050	0.039207	7.398945	24.2338467	0.1033	-6291.860259
15680	2445	Tsi	1826.9	618.1	0.001540	0.050610	2.813426	31.282041	0.0304	-6291.860259
15681	6033	Cid	4338.2	1694.8	0.018723	0.072979	81.2241186	123.6848092	0.2566	-19159.824479
15681	6033	Dre	4338.2	1694.8	0.035364	0.180247	153.4161048	305.4826156	0.1962	-19159.824479
15681	6033	Ipu	4338.2	1694.8	0.195592	1.162076	848.5172144	1969.4864048	0.1683	-19159.824479
15681	6033	Tmi	4338.2	1694.8	0.013269	0.043313	57.5635758	73.4068724	0.3063	-19159.824479
15681	6033	Tsi	4338.2	1694.8	0.007863	0.037088	34.1112666	62.8567424	0.2120	-19159.824479
15683	2907	Cid	2109.3	797.7	0.018691	0.089184	39.4249263	71.1420768	0.2096	-8928.795419
15683	2907	Dre	2109.3	797.7	0.038665	0.221824	81.5560845	176.9490048	0.1743	-8928.795419
15683	2907	Ipu	2109.3	797.7	0.121068	0.894420	255.3687324	713.478834	0.1354	-8928.795419
15683	2907	Tmi	2109.3	797.7	0.011843	0.050552	24.9804399	40.3253304	0.2343	-8928.795419
15683	2907	Tsi	2109.3	797.7	0.005380	0.025243	11.348034	20.1363411	0.2131	-8928.795419
15684	321	Cid	251.7	69.3	0.004353	0.108775	1.0956501	7.5381075	0.0400	-820.988598
15684	321	Dre	251.7	69.3	0.007845	0.240128	1.9745865	16.6408704	0.0327	-820.988598
15684	321	Ipu	251.7	69.3	0.062182	1.571828	15.6512094	108.9276804	0.0396	-820.988598
15684	321	Tmi	251.7	69.3	0.000009	0.088734	0.0022653	6.1492662	0.0001	-820.988598
15684	321	Tsi	251.7	69.3	0.003936	0.042219	0.9906912	2.9257767	0.0932	-820.988598
15685	2313	Cid	1708.7	604.3	0.010697	0.142460	18.2779639	86.088578	0.0751	-6407.746230
15685	2313	Dre	1708.7	604.3	0.010794	0.223999	18.4437078	135.3625957	0.0482	-6407.746230
15685	2313	Ipu	1708.7	604.3	0.055537	1.039242	94.8960719	628.0139406	0.0534	-6407.746230
15685	2313	Tmi	1708.7	604.3	0.010633	0.047371	18.1686071	28.6262953	0.2245	-6407.746230
15685	2313	Tsi	1708.7	604.3	0.009198	0.037645	15.7166226	22.7488735	0.2443	-6407.746230
15689	2682	Cid	1980.2	701.8	0.015893	0.127229	31.4713186	89.2893122	0.1249	-8080.728408
15689	2682	Dre	1980.2	701.8	0.025511	0.229942	50.5168822	161.3732956	0.1109	-8080.728408
15689	2682	Ipu	1980.2	701.8	0.078937	1.165375	156.3110474	817.860175	0.0677	-8080.728408
15689	2682	Tmi	1980.2	701.8	0.010712	0.047769	21.2119024	33.5242842	0.2242	-8080.728408
15689	2682	Tsi	1980.2	701.8	0.010470	0.037000	20.732694	25.9666	0.2830	-8080.728408
15690	1809	Cid	1322.7	486.3	0.010146	0.134072	13.4201142	65.1992136	0.0757	-5438.858759
15690	1809	Dre	1322.7	486.3	0.028307	0.346445	37.4416689	168.4762035	0.0817	-5438.858759
15690	1809	Ipu	1322.7	486.3	0.096516	0.919450	127.6617132	447.128535	0.1050	-5438.858759
15690	1809	Tmi	1322.7	486.3	0.005523	0.060166	7.3052721	29.2587258	0.0918	-5438.858759
15690	1809	Tsi	1322.7	486.3	0.002948	0.008893	3.8993196	4.3246659	0.3315	-5438.858759
15693	1743	Cid	1273.8	469.2	0.013613	0.152266	17.3402394	71.4432072	0.0894	-4998.991174
15693	1743	Dre	1273.8	469.2	0.013528	0.258849	17.2319664	121.4519508	0.0523	-4998.991174
15693	1743	Ipu	1273.8	469.2	0.081622	1.543137	103.9701036	724.0398804	0.0529	-4998.991174
15693	1743	Tmi	1273.8	469.2	0.010455	0.056806	13.317579	26.6533752	0.1840	-4998.991174
15693	1743	Tsi	1273.8	469.2	0.002311	0.036691	2.9437518	17.2154172	0.0630	-4998.991174
15697	360	Cid	258.4	101.6	0.014499	0.045834	3.7465416	4.6567344	0.3163	-1021.236584
15697	360	Dre	258.4	101.6	0.029829	0.469487	7.7078136	47.6998792	0.0635	-1021.236584
15697	360	Ipu	258.4	101.6	0.043498	0.928949	11.2398832	94.3812184	0.0468	-1021.236584
15697	360	Tmi	258.4	101.6	0.000005	0.047188	0.001292	4.7943008	0.0001	-1021.236584
15697	360	Tsi	258.4	101.6	0.000007	0.071648	0.0018088	7.2794368	0.0001	-1021.236584
15698	1239	Cid	875.1	363.9	0.004798	0.067835	4.1987298	24.6851565	0.0707	-3688.943666
15698	1239	Dre	875.1	363.9	0.037928	0.229794	33.1907928	83.6220366	0.1651	-3688.943666
15698	1239	Ipu	875.1	363.9	0.128937	0.834603	112.8327687	303.7120317	0.1545	-3688.943666
15698	1239	Tmi	875.1	363.9	0.006678	0.052710	5.8439178	19.181169	0.1267	-3688.943666
15698	1239	Tsi	875.1	363.9	0.003856	0.025701	3.3743856	9.3525939	0.1500	-3688.943666
157	1089	Cid	773.2	315.8	0.030349	0.114051	23.4658468	36.0173058	0.2661	-3633.440374
157	1089	Dre	773.2	315.8	0.024061	0.304203	18.6039652	96.0673074	0.0791	-3633.440374
157	1089	Ipu	773.2	315.8	0.138952	0.926465	107.4376864	292.577647	0.1500	-3633.440374
157	1089	Tmi	773.2	315.8	0.026637	0.069681	20.5957284	22.0052598	0.3823	-3633.440374
157	1089	Tsi	773.2	315.8	0.013277	0.025523	10.2657764	8.0601634	0.5202	-3633.440374
15700	3213	Cid	2377.7	835.3	0.033757	0.121634	80.2640189	101.6008802	0.2775	-11384.047286
15700	3213	Dre	2377.7	835.3	0.069051	0.367633	164.1825627	307.0838449	0.1878	-11384.047286
15700	3213	Ipu	2377.7	835.3	0.226695	1.230252	539.0127015	1027.6294956	0.1843	-11384.047286
15700	3213	Tmi	2377.7	835.3	0.014703	0.075486	34.9593231	63.0534558	0.1948	-11384.047286
15700	3213	Tsi	2377.7	835.3	0.011262	0.031404	26.7776574	26.2317612	0.3586	-11384.047286
15701	1014	Cid	750.9	263.1	0.040664	0.236327	30.5345976	62.1776337	0.1721	-3517.004713
15701	1014	Dre	750.9	263.1	0.049066	0.384385	36.8436594	101.1316935	0.1276	-3517.004713
15701	1014	Ipu	750.9	263.1	0.181313	1.586232	136.1479317	417.3376392	0.1143	-3517.004713
15701	1014	Tmi	750.9	263.1	0.008201	0.040851	6.1581309	10.7478981	0.2008	-3517.004713
15701	1014	Tsi	750.9	263.1	0.012963	0.060037	9.7339167	15.7957347	0.2159	-3517.004713
15702	606	Cid	433.8	172.2	0.023709	0.171942	10.2849642	29.6084124	0.1379	-1949.734576
15702	606	Dre	433.8	172.2	0.032205	0.325223	13.970529	56.0034006	0.0990	-1949.734576
15702	606	Ipu	433.8	172.2	0.148794	0.876981	64.5468372	151.0161282	0.1697	-1949.734576
15702	606	Tmi	433.8	172.2	0.014368	0.080258	6.2328384	13.8204276	0.1790	-1949.734576
15702	606	Tsi	433.8	172.2	0.013697	0.024785	5.9417586	4.267977	0.5527	-1949.734576
15703	975	Cid	720.9	254.1	0.012109	0.160938	8.7293781	40.8943458	0.0752	-3158.319795
15703	975	Dre	720.9	254.1	0.046837	0.187170	33.7647933	47.559897	0.2502	-3158.319795
15703	975	Ipu	720.9	254.1	0.152617	0.856470	110.0215953	217.629027	0.1782	-3158.319795
15703	975	Tmi	720.9	254.1	0.014485	0.025500	10.4422365	6.47955	0.5681	-3158.319795
15703	975	Tsi	720.9	254.1	0.008663	0.047163	6.2451567	11.9841183	0.1837	-3158.319795
15707	411	Cid	301.7	109.3	0.025796	0.094369	7.7826532	10.3145317	0.2734	-1253.316546
15707	411	Dre	301.7	109.3	0.058230	0.129935	17.567991	14.2018955	0.4481	-1253.316546
15707	411	Ipu	301.7	109.3	0.137574	1.017393	41.5060758	111.2010549	0.1352	-1253.316546
15707	411	Tmi	301.7	109.3	0.010384	0.065264	3.1328528	7.1333552	0.1591	-1253.316546
15707	411	Tsi	301.7	109.3	0.000002	0.000000	0.0006034	0	19.0029	-1253.316546
15708	381	Cid	295.8	85.2	0.006906	0.183894	2.0427948	15.6677688	0.0376	-1010.017000
15708	381	Dre	295.8	85.2	0.014449	0.318761	4.2740142	27.1584372	0.0453	-1010.017000
15708	381	Ipu	295.8	85.2	0.060488	74.360007	17.8923504	6335.4725964	0.0008	-1010.017000
15708	381	Tmi	295.8	85.2	0.003491	0.033714	1.0326378	2.8724328	0.1035	-1010.017000
15708	381	Tsi	295.8	85.2	0.000011	0.108679	0.0032538	9.2594508	0.0001	-1010.017000
15710	402	Cid	297.7	104.3	0.057179	0.066833	17.0221883	6.9706819	0.8555	-1170.462449
15710	402	Dre	297.7	104.3	0.018814	0.239082	5.6009278	24.9362526	0.0787	-1170.462449
15710	402	Ipu	297.7	104.3	0.059446	1.980876	17.6970742	206.6053668	0.0300	-1170.462449
15710	402	Tmi	297.7	104.3	0.017756	0.069796	5.2859612	7.2797228	0.2544	-1170.462449
15710	402	Tsi	297.7	104.3	0.003100	0.000003	0.92287	0.0003129	999.0000	-1170.462449
15712	861	Cid	617.4	243.6	0.029468	0.225800	18.1935432	55.00488	0.1305	-2822.499985
15712	861	Dre	617.4	243.6	0.062182	0.317831	38.3911668	77.4236316	0.1956	-2822.499985
15712	861	Ipu	617.4	243.6	0.101477	1.056936	62.6518998	257.4696096	0.0960	-2822.499985
15712	861	Tmi	617.4	243.6	0.010236	0.042044	6.3197064	10.2419184	0.2435	-2822.499985
15712	861	Tsi	617.4	243.6	0.006500	0.057035	4.0131	13.893726	0.1140	-2822.499985
15713	477	Cid	349.7	127.3	0.023729	0.226978	8.2980313	28.8942994	0.1045	-1387.145143
15713	477	Dre	349.7	127.3	0.018299	0.247242	6.3991603	31.4739066	0.0740	-1387.145143
15713	477	Ipu	349.7	127.3	0.078315	1.605116	27.3867555	204.3312668	0.0488	-1387.145143
15713	477	Tmi	349.7	127.3	0.005845	0.011595	2.0439965	1.4760435	0.5041	-1387.145143
15713	477	Tsi	349.7	127.3	0.005637	0.073341	1.9712589	9.3363093	0.0769	-1387.145143
15715	912	Cid	703.8	208.2	0.008286	0.112649	5.8316868	23.4535218	0.0736	-2289.867659
15715	912	Dre	703.8	208.2	0.014914	0.272941	10.4964732	56.8263162	0.0546	-2289.867659
15715	912	Ipu	703.8	208.2	0.035681	1.707716	25.1122878	355.5464712	0.0209	-2289.867659
15715	912	Tmi	703.8	208.2	0.005816	0.036341	4.0933008	7.5661962	0.1600	-2289.867659
15715	912	Tsi	703.8	208.2	0.000004	0.042540	0.0028152	8.856828	0.0001	-2289.867659
15718	1395	Cid	1005.3	389.7	0.009114	0.134386	9.1623042	52.3702242	0.0678	-3639.611975
15718	1395	Dre	1005.3	389.7	0.011613	0.206565	11.6745489	80.4983805	0.0562	-3639.611975
15718	1395	Ipu	1005.3	389.7	0.034084	0.666740	34.2646452	259.828578	0.0511	-3639.611975
15718	1395	Tmi	1005.3	389.7	0.008697	0.054624	8.7430941	21.2869728	0.1592	-3639.611975
15718	1395	Tsi	1005.3	389.7	0.004819	0.037652	4.8445407	14.6729844	0.1280	-3639.611975
15719	9465	Cid	6803.5	2661.5	0.015502	0.085791	105.467857	228.3327465	0.1807	-27689.738617
15719	9465	Dre	6803.5	2661.5	0.026936	0.210570	183.259076	560.432055	0.1279	-27689.738617
15719	9465	Ipu	6803.5	2661.5	0.100629	0.852280	684.6294015	2268.34322	0.1181	-27689.738617
15719	9465	Tmi	6803.5	2661.5	0.013887	0.049524	94.4802045	131.808126	0.2804	-27689.738617
15719	9465	Tsi	6803.5	2661.5	0.005692	0.035583	38.725522	94.7041545	0.1600	-27689.738617
1572	1122	Cid	801.9	320.1	0.020531	0.125946	16.4638089	40.3153146	0.1630	-3542.111337
1572	1122	Dre	801.9	320.1	0.036229	0.224545	29.0520351	71.8768545	0.1613	-3542.111337
1572	1122	Ipu	801.9	320.1	0.173502	1.150818	139.1312538	368.3768418	0.1508	-3542.111337
1572	1122	Tmi	801.9	320.1	0.017875	0.022760	14.3339625	7.285476	0.7854	-3542.111337
1572	1122	Tsi	801.9	320.1	0.011043	0.028976	8.8553817	9.2752176	0.3811	-3542.111337
15720	1020	Cid	762.2	257.8	0.026019	0.106146	19.8316818	27.3644388	0.2451	-3251.742924
15720	1020	Dre	762.2	257.8	0.053767	0.275957	40.9812074	71.1417146	0.1948	-3251.742924
15720	1020	Ipu	762.2	257.8	0.118717	1.317451	90.4860974	339.6388678	0.0901	-3251.742924
15720	1020	Tmi	762.2	257.8	0.020594	0.058511	15.6967468	15.0841358	0.3520	-3251.742924
15720	1020	Tsi	762.2	257.8	0.006647	0.008912	5.0663434	2.2975136	0.7458	-3251.742924
15721	1035	Cid	784.9	250.1	0.011556	0.100507	9.0703044	25.1368007	0.1150	-2829.533793
15721	1035	Dre	784.9	250.1	0.014800	0.283998	11.61652	71.0278998	0.0521	-2829.533793
15721	1035	Ipu	784.9	250.1	0.064570	0.976727	50.680993	244.2794227	0.0661	-2829.533793
15721	1035	Tmi	784.9	250.1	0.011102	0.066028	8.7139598	16.5136028	0.1681	-2829.533793
15721	1035	Tsi	784.9	250.1	0.001802	0.051468	1.4143898	12.8721468	0.0350	-2829.533793
15722	867	Cid	639.0	228.0	0.009902	0.125126	6.327378	28.528728	0.0791	-2501.990529
15722	867	Dre	639.0	228.0	0.014321	0.310100	9.151119	70.7028	0.0462	-2501.990529
15722	867	Ipu	639.0	228.0	0.104461	1.235504	66.750579	281.694912	0.0845	-2501.990529
15722	867	Tmi	639.0	228.0	0.007941	0.052864	5.074299	12.052992	0.1502	-2501.990529
15722	867	Tsi	639.0	228.0	0.003126	0.037952	1.997514	8.653056	0.0824	-2501.990529
15723	510	Cid	404.1	105.9	0.009669	0.076218	3.9072429	8.0714862	0.1269	-1133.416286
15723	510	Dre	404.1	105.9	0.012788	0.196682	5.1676308	20.8286238	0.0650	-1133.416286
15723	510	Ipu	404.1	105.9	0.023928	0.646875	9.6693048	68.5040625	0.0370	-1133.416286
15723	510	Tmi	404.1	105.9	0.002571	0.044187	1.0389411	4.6794033	0.0582	-1133.416286
15723	510	Tsi	404.1	105.9	0.000002	0.016716	0.0008082	1.7702244	0.0001	-1133.416286
15725	459	Cid	330.8	128.2	0.019609	0.135988	6.4866572	17.4336616	0.1442	-1398.032993
15725	459	Dre	330.8	128.2	0.031167	0.295360	10.3100436	37.865152	0.1055	-1398.032993
15725	459	Ipu	330.8	128.2	0.143468	0.686707	47.4592144	88.0358374	0.2089	-1398.032993
15725	459	Tmi	330.8	128.2	0.006238	0.093902	2.0635304	12.0382364	0.0664	-1398.032993
15725	459	Tsi	330.8	128.2	0.005982	0.011411	1.9788456	1.4628902	0.5242	-1398.032993
15727	3015	Cid	2217.4	797.6	0.010150	0.127241	22.50661	101.4874216	0.0798	-8646.909516
15727	3015	Dre	2217.4	797.6	0.019512	0.209045	43.2659088	166.734292	0.0933	-8646.909516
15727	3015	Ipu	2217.4	797.6	0.092288	0.973474	204.6394112	776.4428624	0.0948	-8646.909516
15727	3015	Tmi	2217.4	797.6	0.014025	0.044834	31.099035	35.7595984	0.3128	-8646.909516
15727	3015	Tsi	2217.4	797.6	0.003695	0.031633	8.193293	25.2304808	0.1168	-8646.909516
15728	786	Cid	592.8	193.2	0.029723	0.299148	17.6197944	57.7953936	0.0994	-2838.727190
15728	786	Dre	592.8	193.2	0.047445	0.301997	28.125396	58.3458204	0.1571	-2838.727190
15728	786	Ipu	592.8	193.2	0.323210	5.783504	191.598888	1117.3729728	0.0559	-2838.727190
15728	786	Tmi	592.8	193.2	0.008908	0.054437	5.2806624	10.5172284	0.1636	-2838.727190
15728	786	Tsi	592.8	193.2	0.004877	0.047562	2.8910856	9.1889784	0.1025	-2838.727190
1573	3549	Cid	2525.8	1023.2	0.021948	0.108743	55.4362584	111.2658376	0.2018	-11269.605070
1573	3549	Dre	2525.8	1023.2	0.030091	0.226343	76.0038478	231.5941576	0.1329	-11269.605070
1573	3549	Ipu	2525.8	1023.2	0.138177	1.117515	349.0074666	1143.441348	0.1236	-11269.605070
1573	3549	Tmi	2525.8	1023.2	0.021444	0.047468	54.1632552	48.5692576	0.4518	-11269.605070
1573	3549	Tsi	2525.8	1023.2	0.009239	0.038922	23.3358662	39.8249904	0.2374	-11269.605070
15731	414	Cid	330.7	83.3	0.018008	0.231567	5.9552456	19.2895311	0.0778	-993.406090
15731	414	Dre	330.7	83.3	0.025341	0.437129	8.3802687	36.4128457	0.0580	-993.406090
15731	414	Ipu	330.7	83.3	0.046209	0.652497	15.2813163	54.3530001	0.0708	-993.406090
15731	414	Tmi	330.7	83.3	0.003016	0.049661	0.9973912	4.1367613	0.0607	-993.406090
15731	414	Tsi	330.7	83.3	0.000005	0.054360	0.0016535	4.528188	0.0001	-993.406090
15735	1767	Cid	1324.8	442.2	0.007386	0.155883	9.7849728	68.9314626	0.0474	-4914.179027
15735	1767	Dre	1324.8	442.2	0.015952	0.287316	21.1332096	127.0511352	0.0555	-4914.179027
15735	1767	Ipu	1324.8	442.2	0.061488	1.189613	81.4593024	526.0468686	0.0517	-4914.179027
15735	1767	Tmi	1324.8	442.2	0.013550	0.057814	17.95104	25.5653508	0.2344	-4914.179027
15735	1767	Tsi	1324.8	442.2	0.005553	0.060806	7.3566144	26.8884132	0.0913	-4914.179027
15737	1560	Cid	1109.8	450.2	0.004663	0.107286	5.1749974	48.3001572	0.0435	-4112.431701
15737	1560	Dre	1109.8	450.2	0.014759	0.296147	16.3795382	133.3253794	0.0498	-4112.431701
15737	1560	Ipu	1109.8	450.2	0.039203	0.843665	43.5074894	379.817983	0.0465	-4112.431701
15737	1560	Tmi	1109.8	450.2	0.005657	0.042514	6.2781386	19.1398028	0.1331	-4112.431701
15737	1560	Tsi	1109.8	450.2	0.003502	0.025967	3.8865196	11.6903434	0.1349	-4112.431701
15739	2013	Cid	1531.0	482.0	0.008632	0.116830	13.215592	56.31206	0.0739	-5434.199186
15739	2013	Dre	1531.0	482.0	0.009960	0.425086	15.24876	204.891452	0.0234	-5434.199186
15739	2013	Ipu	1531.0	482.0	0.042429	1.145865	64.958799	552.30693	0.0370	-5434.199186
15739	2013	Tmi	1531.0	482.0	0.008355	0.071947	12.791505	34.678454	0.1161	-5434.199186
15739	2013	Tsi	1531.0	482.0	0.004324	0.038415	6.620044	18.51603	0.1125	-5434.199186
15741	2094	Cid	1579.8	514.2	0.010962	0.166470	17.3177676	85.598874	0.0659	-5999.090486
15741	2094	Dre	1579.8	514.2	0.018807	0.238058	29.7112986	122.4094236	0.0790	-5999.090486
15741	2094	Ipu	1579.8	514.2	0.071779	0.898350	113.3964642	461.93157	0.0799	-5999.090486
15741	2094	Tmi	1579.8	514.2	0.004988	0.078897	7.8800424	40.5688374	0.0632	-5999.090486
15741	2094	Tsi	1579.8	514.2	0.003981	0.039719	6.2891838	20.4235098	0.1002	-5999.090486
15746	759	Cid	564.8	194.2	0.018741	0.104197	10.5849168	20.2350574	0.1799	-1994.670672
15746	759	Dre	564.8	194.2	0.017979	0.208937	10.1545392	40.5755654	0.0861	-1994.670672
15746	759	Ipu	564.8	194.2	0.034349	1.163310	19.4003152	225.914802	0.0295	-1994.670672
15746	759	Tmi	564.8	194.2	0.010034	0.054240	5.6672032	10.533408	0.1850	-1994.670672
15746	759	Tsi	564.8	194.2	0.003021	0.016107	1.7062608	3.1279794	0.1876	-1994.670672
15747	1734	Cid	1286.2	447.8	0.023096	0.125267	29.7060752	56.0945626	0.1844	-6111.701202
15747	1734	Dre	1286.2	447.8	0.053632	0.390215	68.9814784	174.738277	0.1374	-6111.701202
15747	1734	Ipu	1286.2	447.8	0.206026	1.129788	264.9906412	505.9190664	0.1824	-6111.701202
15747	1734	Tmi	1286.2	447.8	0.010610	0.041870	13.646582	18.749386	0.2534	-6111.701202
15747	1734	Tsi	1286.2	447.8	0.017947	0.049710	23.0834314	22.260138	0.3610	-6111.701202
15748	1104	Cid	834.9	269.1	0.009996	0.119493	8.3456604	32.1555663	0.0837	-2934.034151
15748	1104	Dre	834.9	269.1	0.023064	0.200855	19.2561336	54.0500805	0.1148	-2934.034151
15748	1104	Ipu	834.9	269.1	0.061651	0.779848	51.4724199	209.8570968	0.0791	-2934.034151
15748	1104	Tmi	834.9	269.1	0.009806	0.025429	8.1870294	6.8429439	0.3856	-2934.034151
15748	1104	Tsi	834.9	269.1	0.008103	0.027451	6.7651947	7.3870641	0.2952	-2934.034151
15749	3294	Cid	2588.4	705.6	0.009786	0.199202	25.3300824	140.5569312	0.0491	-9507.205673
15749	3294	Dre	2588.4	705.6	0.026694	0.446091	69.0947496	314.7618096	0.0598	-9507.205673
15749	3294	Ipu	2588.4	705.6	0.073372	1.393701	189.9160848	983.3954256	0.0526	-9507.205673
15749	3294	Tmi	2588.4	705.6	0.011673	0.080533	30.2143932	56.8240848	0.1450	-9507.205673
15749	3294	Tsi	2588.4	705.6	0.006288	0.007709	16.2758592	5.4394704	0.8157	-9507.205673
1575	1452	Cid	1099.8	352.2	0.010752	0.134559	11.8250496	47.3916798	0.0799	-4561.595992
1575	1452	Dre	1099.8	352.2	0.049719	0.342178	54.6809562	120.5150916	0.1453	-4561.595992
1575	1452	Ipu	1099.8	352.2	0.167776	1.619542	184.5200448	570.4026924	0.1036	-4561.595992
1575	1452	Tmi	1099.8	352.2	0.010822	0.051773	11.9020356	18.2344506	0.2090	-4561.595992
1575	1452	Tsi	1099.8	352.2	0.013474	0.040187	14.8187052	14.1538614	0.3353	-4561.595992
15750	1332	Cid	989.8	342.2	0.002068	0.117786	2.0469064	40.3063692	0.0176	-3242.030899
15750	1332	Dre	989.8	342.2	0.004135	0.258826	4.092823	88.5702572	0.0160	-3242.030899
15750	1332	Ipu	989.8	342.2	0.017752	0.705598	17.5709296	241.4556356	0.0252	-3242.030899
15750	1332	Tmi	989.8	342.2	0.008254	0.064821	8.1698092	22.1817462	0.1273	-3242.030899
15750	1332	Tsi	989.8	342.2	0.002033	0.023400	2.0122634	8.00748	0.0869	-3242.030899
15751	1383	Cid	1078.4	304.6	0.000744	0.197228	0.8023296	60.0756488	0.0038	-3685.794205
15751	1383	Dre	1078.4	304.6	0.008949	0.620912	9.6506016	189.1297952	0.0144	-3685.794205
15751	1383	Ipu	1078.4	304.6	0.053085	1.873893	57.246864	570.7878078	0.0283	-3685.794205
15751	1383	Tmi	1078.4	304.6	0.003910	0.124870	4.216544	38.035402	0.0313	-3685.794205
15751	1383	Tsi	1078.4	304.6	0.003779	0.000004	4.0752736	0.0012184	999.0000	-3685.794205
15754	963	Cid	704.2	258.8	0.023906	0.093947	16.8346052	24.3134836	0.2545	-3318.717141
15754	963	Dre	704.2	258.8	0.040638	0.572737	28.6172796	148.2243356	0.0710	-3318.717141
15754	963	Ipu	704.2	258.8	0.150128	2.451357	105.7201376	634.4111916	0.0612	-3318.717141
15754	963	Tmi	704.2	258.8	0.018390	0.053702	12.950238	13.8980776	0.3425	-3318.717141
15754	963	Tsi	704.2	258.8	0.022560	0.020157	15.886752	5.2166316	1.1192	-3318.717141
15755	552	Cid	430.5	121.5	0.024097	0.010190	10.3737585	1.238085	2.3648	-1826.600032
15755	552	Dre	430.5	121.5	0.047868	0.532674	20.607174	64.719891	0.0899	-1826.600032
15755	552	Ipu	430.5	121.5	0.161735	75.127477	69.6269175	9127.9884555	0.0022	-1826.600032
15755	552	Tmi	430.5	121.5	0.013647	0.040885	5.8750335	4.9675275	0.3338	-1826.600032
15755	552	Tsi	430.5	121.5	0.012362	0.038198	5.321841	4.641057	0.3236	-1826.600032
